Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobLevel,Position,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,StandardHours,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
32,No,Non-Travel,Research & Development,29,4,Medical,4,Female,1,Laboratory Technician,3,Single,4025,9,No,3,2,40,8,7,7
34,No,Travel_Rarely,Sales,1,4,Marketing,2,Male,2,Sales Executive,4,Divorced,9725,0,No,3,4,40,15,1,0
59,No,Travel_Rarely,Sales,1,2,Technical Degree,2,Male,3,Manager,4,Married,11904,3,Yes,3,3,40,6,4,0
45,No,Travel_Rarely,Human Resources,24,4,Medical,2,Male,1,Human Resources,2,Single,2177,1,No,3,1,40,6,3,0
53,No,Travel_Frequently,Sales,2,3,Marketing,3,Female,3,Sales Executive,2,Married,7525,2,No,3,1,40,15,7,6
36,Yes,Travel_Rarely,Research & Development,15,3,Other,1,Male,2,Laboratory Technician,3,Divorced,4834,7,No,3,2,40,1,0,0
26,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Male,1,Research Scientist,1,Married,2042,6,Yes,3,2,40,3,2,1
34,No,Travel_Rarely,Sales,10,4,Life Sciences,3,Female,1,Sales Representative,3,Married,2220,1,Yes,3,4,40,1,1,0
28,No,Travel_Rarely,Sales,10,1,Medical,4,Male,1,Sales Representative,2,Married,1052,1,No,4,2,40,1,0,0
38,No,Travel_Frequently,Research & Development,3,4,Other,3,Male,1,Research Scientist,3,Married,2821,3,No,3,1,40,2,2,2
50,No,Travel_Rarely,Research & Development,2,4,Medical,2,Male,5,Research Director,3,Married,19237,2,Yes,3,4,40,8,1,7
37,No,Travel_Rarely,Research & Development,3,3,Other,4,Female,2,Healthcare Representative,2,Single,4107,3,No,3,1,40,4,3,0
40,No,Travel_Rarely,Sales,26,3,Marketing,3,Male,2,Sales Executive,1,Married,8396,1,No,3,2,40,7,7,7
26,No,Travel_Frequently,Research & Development,1,1,Medical,1,Female,1,Research Scientist,3,Divorced,2007,1,No,3,3,40,5,3,1
46,No,Travel_Rarely,Research & Development,1,4,Medical,4,Male,5,Research Director,4,Divorced,19627,9,No,3,4,40,2,2,2
54,No,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,3,Sales Executive,3,Married,10686,6,No,3,2,40,9,4,7
56,No,Travel_Frequently,Research & Development,9,3,Medical,1,Female,1,Research Scientist,3,Married,2942,2,No,3,2,40,5,4,0
36,No,Travel_Rarely,Research & Development,12,5,Medical,4,Female,3,Manufacturing Director,4,Single,8858,0,No,3,2,40,14,8,7
55,No,Non-Travel,Research & Development,2,1,Medical,3,Male,4,Manager,1,Single,16756,7,No,3,2,40,9,7,6
43,No,Travel_Rarely,Sales,25,3,Medical,3,Male,3,Sales Executive,4,Divorced,10798,5,No,3,3,40,1,0,0
20,Yes,Travel_Frequently,Sales,9,3,Marketing,4,Female,1,Sales Representative,4,Single,2323,1,Yes,3,2,40,2,2,0
21,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,3,Female,1,Laboratory Technician,1,Single,1416,1,No,3,1,40,1,0,1
46,No,Travel_Rarely,Research & Development,8,4,Life Sciences,4,Female,2,Research Scientist,1,Divorced,4615,8,Yes,4,1,40,16,13,1
51,Yes,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Male,1,Research Scientist,3,Married,2461,9,Yes,3,3,40,10,0,2
28,Yes,Non-Travel,Research & Development,24,2,Technical Degree,2,Male,3,Healthcare Representative,1,Single,8722,1,No,3,1,40,10,7,1
26,No,Travel_Rarely,Research & Development,1,2,Medical,1,Male,1,Laboratory Technician,1,Married,3955,1,No,3,1,40,5,3,1
30,No,Travel_Rarely,Research & Development,20,3,Other,3,Male,2,Manufacturing Director,1,Married,9957,0,No,3,3,40,6,2,0
41,No,Travel_Rarely,Research & Development,7,2,Technical Degree,2,Female,1,Research Scientist,3,Married,3376,1,No,3,3,40,10,6,0
38,No,Travel_Rarely,Research & Development,17,1,Life Sciences,3,Female,3,Healthcare Representative,3,Married,8823,0,No,3,1,40,19,9,1
40,No,Travel_Rarely,Research & Development,20,4,Technical Degree,1,Male,3,Healthcare Representative,4,Married,10322,4,No,4,4,40,11,10,11
27,No,Non-Travel,Research & Development,8,5,Life Sciences,1,Male,1,Laboratory Technician,3,Married,4621,1,No,3,4,40,3,2,1
55,No,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,3,Manufacturing Director,2,Married,10976,3,No,3,2,40,3,2,1
28,No,Travel_Rarely,Research & Development,10,3,Other,3,Female,2,Research Scientist,3,Single,3660,3,No,3,4,40,8,7,1
44,Yes,Travel_Rarely,Human Resources,1,2,Medical,2,Male,3,Human Resources,1,Married,10482,9,No,3,4,40,20,6,3
33,No,Travel_Rarely,Research & Development,5,3,Life Sciences,4,Male,3,Healthcare Representative,4,Divorced,7119,4,No,3,3,40,3,2,1
35,Yes,Travel_Rarely,Sales,4,3,Technical Degree,4,Male,3,Sales Executive,1,Single,9582,0,Yes,4,1,40,8,7,4
33,Yes,Travel_Frequently,Research & Development,29,4,Medical,1,Female,2,Research Scientist,3,Single,4508,1,No,4,2,40,13,7,3
28,No,Travel_Rarely,Research & Development,15,2,Life Sciences,1,Male,1,Laboratory Technician,3,Divorced,2207,1,No,3,4,40,4,2,2
34,No,Travel_Frequently,Research & Development,3,1,Life Sciences,1,Male,2,Healthcare Representative,4,Single,7756,0,No,3,3,40,6,2,0
37,No,Travel_Rarely,Sales,10,4,Life Sciences,4,Female,2,Sales Executive,4,Divorced,6694,2,Yes,3,3,40,1,0,0
25,Yes,Travel_Rarely,Research & Development,4,1,Technical Degree,4,Male,1,Laboratory Technician,4,Married,3691,1,Yes,3,2,40,7,7,5
26,Yes,Travel_Rarely,Research & Development,21,3,Medical,1,Male,1,Laboratory Technician,3,Divorced,2377,1,No,4,3,40,1,1,0
33,Yes,Travel_Rarely,Research & Development,25,3,Medical,1,Male,1,Research Scientist,2,Single,2313,4,Yes,4,2,40,2,2,2
42,No,Travel_Rarely,Research & Development,2,2,Medical,4,Male,4,Manager,1,Married,17665,0,No,3,4,40,22,6,13
28,Yes,Travel_Frequently,Research & Development,1,3,Medical,1,Male,1,Laboratory Technician,2,Divorced,2596,1,No,3,1,40,1,0,0
50,Yes,Travel_Frequently,Sales,1,4,Other,4,Male,2,Sales Executive,3,Single,4728,3,Yes,3,4,40,0,0,0
33,No,Travel_Frequently,Sales,7,3,Life Sciences,4,Female,2,Sales Executive,2,Married,4302,0,No,3,3,40,3,2,0
34,No,Non-Travel,Research & Development,3,4,Life Sciences,3,Male,1,Research Scientist,4,Married,2979,3,No,3,4,40,0,0,0
48,No,Non-Travel,Research & Development,1,4,Medical,1,Male,4,Manager,4,Single,16885,2,No,4,3,40,5,4,2
45,No,Non-Travel,Sales,9,4,Life Sciences,2,Female,2,Sales Executive,3,Married,5593,1,No,3,4,40,15,10,4
52,No,Travel_Rarely,Research & Development,7,4,Life Sciences,2,Male,3,Healthcare Representative,2,Single,10445,7,No,3,4,40,8,6,4
38,No,Travel_Rarely,Sales,10,4,Marketing,3,Male,3,Sales Executive,3,Divorced,8740,0,Yes,3,2,40,8,7,2
29,No,Travel_Rarely,Research & Development,28,4,Life Sciences,3,Female,1,Research Scientist,4,Divorced,2514,4,No,4,1,40,7,5,1
28,No,Travel_Rarely,Research & Development,3,3,Medical,4,Female,3,Manufacturing Director,2,Divorced,7655,0,No,3,2,40,9,7,1
46,No,Travel_Rarely,Sales,3,1,Marketing,1,Male,4,Manager,3,Married,17465,3,No,3,4,40,12,9,4
38,No,Travel_Rarely,Sales,2,2,Marketing,4,Male,3,Sales Executive,2,Single,7351,7,No,3,3,40,1,0,0
43,No,Travel_Frequently,Research & Development,27,3,Life Sciences,3,Female,3,Manufacturing Director,1,Married,10820,8,No,3,3,40,8,7,0
39,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Male,4,Healthcare Representative,4,Divorced,12169,7,No,3,4,40,18,7,11
40,No,Travel_Rarely,Research & Development,14,3,Medical,3,Male,5,Research Director,3,Single,19626,1,No,3,1,40,20,7,4
21,No,Travel_Rarely,Research & Development,1,1,Technical Degree,4,Female,1,Research Scientist,2,Single,2070,1,Yes,3,3,40,2,2,2
39,No,Non-Travel,Research & Development,9,3,Life Sciences,3,Male,2,Laboratory Technician,2,Single,6782,9,No,3,3,40,5,4,0
36,No,Non-Travel,Research & Development,18,4,Life Sciences,1,Male,2,Manufacturing Director,4,Single,7779,2,No,4,1,40,11,9,0
31,No,Travel_Frequently,Sales,20,3,Life Sciences,3,Male,1,Sales Representative,4,Married,2791,0,No,3,1,40,2,2,2
28,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Male,1,Research Scientist,2,Married,3201,0,No,3,1,40,5,3,0
35,No,Travel_Frequently,Sales,11,2,Marketing,4,Male,2,Sales Executive,4,Divorced,4968,1,No,3,4,40,5,2,0
49,No,Travel_Rarely,Sales,8,4,Technical Degree,4,Male,4,Sales Executive,2,Married,13120,6,No,3,2,40,9,8,2
34,No,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Male,2,Manufacturing Director,3,Single,4033,2,No,3,4,40,3,2,0
29,No,Travel_Frequently,Research & Development,10,3,Life Sciences,4,Female,1,Research Scientist,2,Divorced,3291,0,No,3,4,40,7,5,1
42,No,Travel_Rarely,Research & Development,29,3,Medical,2,Male,2,Laboratory Technician,4,Single,4272,4,No,3,1,40,1,0,0
29,No,Travel_Rarely,Research & Development,8,1,Medical,2,Male,2,Manufacturing Director,4,Married,5056,1,Yes,3,3,40,10,7,1
38,No,Travel_Rarely,Human Resources,1,3,Human Resources,3,Male,1,Human Resources,3,Married,2844,1,No,3,4,40,7,6,5
28,No,Travel_Frequently,Research & Development,6,3,Life Sciences,3,Male,1,Research Scientist,3,Divorced,2703,1,Yes,3,4,40,3,1,0
18,Yes,Non-Travel,Research & Development,8,1,Medical,3,Male,1,Laboratory Technician,3,Single,1904,1,No,3,4,40,0,0,0
33,Yes,Travel_Rarely,Sales,9,4,Marketing,1,Female,2,Sales Executive,1,Single,8224,0,Yes,3,1,40,5,2,0
41,No,Travel_Rarely,Research & Development,12,4,Life Sciences,2,Male,1,Laboratory Technician,4,Married,4766,3,Yes,3,1,40,1,0,0
31,Yes,Travel_Frequently,Research & Development,15,3,Medical,3,Male,1,Laboratory Technician,3,Married,2610,1,No,3,3,40,2,2,2
37,No,Travel_Rarely,Research & Development,25,2,Medical,3,Female,2,Healthcare Representative,4,Divorced,5731,7,No,3,3,40,6,2,1
27,No,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,1,Research Scientist,3,Married,2539,1,No,3,3,40,4,2,2
34,No,Travel_Rarely,Sales,9,1,Life Sciences,2,Female,2,Sales Executive,3,Married,5714,1,No,4,1,40,6,5,1
35,No,Travel_Rarely,Human Resources,8,4,Technical Degree,3,Male,1,Human Resources,3,Single,4323,1,No,3,2,40,5,4,1
29,Yes,Travel_Rarely,Sales,23,1,Life Sciences,4,Female,3,Sales Executive,1,Married,7336,1,No,3,1,40,11,8,3
40,No,Travel_Frequently,Research & Development,9,4,Medical,2,Female,3,Research Director,3,Single,13499,9,No,3,3,40,18,7,2
42,Yes,Travel_Frequently,Sales,12,3,Life Sciences,3,Male,4,Sales Executive,1,Single,13758,0,Yes,3,2,40,21,9,13
42,No,Travel_Rarely,Sales,4,4,Marketing,2,Male,2,Sales Executive,1,Single,5155,7,No,3,4,40,6,4,1
35,No,Travel_Rarely,Research & Development,1,4,Medical,4,Male,1,Laboratory Technician,3,Married,2258,6,No,3,2,40,8,0,1
24,No,Travel_Rarely,Research & Development,24,3,Medical,4,Male,1,Laboratory Technician,2,Single,3597,8,No,4,4,40,4,3,1
28,Yes,Travel_Rarely,Research & Development,12,1,Life Sciences,3,Female,1,Laboratory Technician,4,Married,2515,1,Yes,3,4,40,1,1,0
26,No,Travel_Rarely,Research & Development,3,4,Medical,1,Male,1,Laboratory Technician,4,Married,4420,1,No,4,2,40,8,7,0
30,No,Travel_Rarely,Sales,10,3,Marketing,3,Male,2,Sales Executive,3,Married,6578,1,No,3,1,40,10,3,1
40,No,Travel_Frequently,Research & Development,26,2,Medical,3,Female,2,Research Scientist,4,Married,4422,3,Yes,3,4,40,1,1,0
35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,3,Manufacturing Director,2,Divorced,10274,2,No,3,2,40,7,7,6
34,No,Travel_Frequently,Research & Development,1,3,Medical,4,Male,2,Healthcare Representative,1,Single,5343,0,No,4,3,40,13,9,4
35,No,Travel_Frequently,Research & Development,4,4,Other,4,Male,1,Laboratory Technician,4,Married,2376,1,No,3,2,40,2,2,2
43,Yes,Travel_Rarely,Sales,9,3,Marketing,1,Female,2,Sales Executive,3,Single,5346,8,No,3,2,40,4,3,1
32,No,Non-Travel,Sales,2,1,Life Sciences,3,Female,1,Sales Representative,1,Divorced,2827,1,No,3,3,40,1,0,0
56,No,Travel_Rarely,Research & Development,4,4,Technical Degree,4,Female,5,Manager,1,Divorced,19943,4,No,3,4,40,5,2,4
29,No,Travel_Rarely,Research & Development,6,1,Medical,2,Female,1,Laboratory Technician,4,Married,3131,1,No,3,1,40,10,8,0
19,No,Travel_Rarely,Research & Development,9,2,Life Sciences,3,Male,1,Research Scientist,1,Single,2552,1,No,4,3,40,1,1,0
45,No,Travel_Rarely,Research & Development,7,3,Medical,1,Female,1,Research Scientist,3,Married,4477,4,Yes,3,3,40,3,2,0
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,Manufacturing Director,4,Married,6474,1,No,3,2,40,14,8,3
20,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,1,Laboratory Technician,3,Single,3033,1,No,3,1,40,2,2,1
44,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,3,Male,1,Research Scientist,3,Single,2936,1,Yes,3,3,40,6,4,0
53,No,Travel_Rarely,Research & Development,7,2,Medical,4,Female,5,Manager,3,Divorced,18606,3,No,3,2,40,7,7,4
29,No,Travel_Rarely,Research & Development,15,1,Life Sciences,2,Female,1,Research Scientist,4,Married,2168,0,Yes,3,1,40,5,4,1
22,Yes,Travel_Frequently,Research & Development,3,4,Life Sciences,3,Male,1,Research Scientist,4,Married,2853,0,Yes,3,2,40,0,0,0
46,No,Travel_Rarely,Sales,2,3,Marketing,3,Female,4,Manager,1,Married,17048,8,No,4,1,40,26,15,15
44,No,Non-Travel,Research & Development,17,3,Life Sciences,4,Male,1,Research Scientist,3,Single,2290,2,No,3,4,40,0,0,0
33,No,Travel_Rarely,Human Resources,2,3,Human Resources,2,Male,1,Human Resources,3,Married,3600,1,No,3,4,40,5,4,1
41,Yes,Non-Travel,Research & Development,5,2,Life Sciences,1,Male,1,Research Scientist,1,Divorced,2107,6,No,3,1,40,1,0,0
30,No,Travel_Rarely,Sales,29,4,Life Sciences,3,Male,2,Sales Executive,1,Divorced,4115,8,No,3,3,40,4,3,0
40,No,Travel_Frequently,Sales,2,4,Medical,2,Male,2,Sales Executive,2,Married,4327,5,No,3,4,40,0,0,0
50,No,Travel_Frequently,Research & Development,2,3,Medical,4,Female,4,Manager,1,Married,17856,2,No,4,3,40,2,2,2
28,No,Travel_Rarely,Research & Development,19,4,Medical,4,Male,1,Laboratory Technician,1,Married,3196,1,No,3,3,40,6,5,3
46,No,Travel_Rarely,Research & Development,15,2,Life Sciences,4,Male,5,Research Director,2,Married,19081,5,No,3,1,40,4,2,0
35,No,Travel_Rarely,Sales,17,4,Life Sciences,3,Male,2,Sales Executive,1,Married,8966,3,Yes,3,4,40,7,7,1
24,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,4,Female,1,Laboratory Technician,2,Married,2210,1,No,3,1,40,1,0,0
33,No,Travel_Frequently,Sales,25,3,Medical,2,Female,2,Sales Executive,3,Married,4539,1,No,3,1,40,10,7,0
36,No,Travel_Rarely,Research & Development,6,4,Life Sciences,3,Male,1,Laboratory Technician,3,Divorced,2741,1,No,3,3,40,7,7,1
30,No,Travel_Rarely,Research & Development,7,4,Life Sciences,3,Male,2,Laboratory Technician,3,Divorced,3491,1,No,3,1,40,10,7,8
44,No,Travel_Rarely,Research & Development,29,4,Other,4,Male,2,Research Scientist,4,Single,4541,1,No,4,2,40,20,11,13
20,No,Travel_Rarely,Sales,21,3,Marketing,3,Male,1,Sales Representative,4,Single,2678,1,No,3,4,40,2,1,2
46,No,Travel_Rarely,Research & Development,2,4,Technical Degree,4,Male,2,Manufacturing Director,4,Divorced,7379,2,No,3,3,40,6,3,1
42,No,Non-Travel,Human Resources,2,5,Medical,4,Male,2,Human Resources,1,Married,6272,7,No,3,1,40,4,3,0
60,No,Travel_Rarely,Sales,7,4,Marketing,2,Male,2,Sales Executive,4,Divorced,5220,0,Yes,3,2,40,11,7,1
32,No,Travel_Frequently,Research & Development,13,3,Other,3,Female,1,Laboratory Technician,2,Married,2743,1,No,4,3,40,2,2,2
32,No,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Female,2,Research Scientist,3,Single,4998,4,Yes,3,4,40,8,7,0
36,No,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Female,3,Manufacturing Director,1,Divorced,10252,2,Yes,4,3,40,7,7,7
33,No,Travel_Rarely,Research & Development,9,3,Medical,1,Male,1,Research Scientist,4,Married,2781,0,No,3,2,40,14,10,4
40,No,Travel_Rarely,Sales,10,3,Technical Degree,2,Female,2,Sales Executive,2,Divorced,6852,7,No,3,2,40,5,1,1
25,No,Travel_Rarely,Sales,10,4,Life Sciences,3,Male,2,Sales Executive,4,Single,4950,0,No,3,2,40,4,3,1
30,No,Travel_Rarely,Research & Development,1,3,Medical,4,Male,1,Research Scientist,2,Married,3579,0,Yes,4,1,40,11,9,5
42,No,Travel_Frequently,Research & Development,26,5,Medical,1,Female,3,Research Director,1,Married,13191,3,Yes,3,3,40,1,0,0
35,No,Non-Travel,Sales,8,2,Marketing,3,Female,3,Sales Executive,4,Married,10377,4,Yes,3,2,40,13,2,4
27,No,Travel_Rarely,Research & Development,14,3,Life Sciences,1,Male,1,Research Scientist,1,Married,2235,1,Yes,3,4,40,9,7,6
54,No,Travel_Frequently,Research & Development,1,4,Life Sciences,4,Female,3,Manufacturing Director,3,Divorced,10502,7,No,3,1,40,5,4,1
44,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Female,1,Research Scientist,4,Married,2011,1,No,3,4,40,10,5,7
19,Yes,Non-Travel,Research & Development,10,3,Medical,1,Female,1,Research Scientist,2,Single,1859,1,Yes,4,2,40,1,1,0
29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,1,Research Scientist,4,Divorced,3760,1,No,3,1,40,3,2,1
54,No,Travel_Rarely,Research & Development,3,3,Life Sciences,4,Male,4,Research Director,4,Married,17779,3,No,3,1,40,10,9,0
31,No,Travel_Rarely,Research & Development,11,2,Medical,3,Male,2,Healthcare Representative,1,Married,6833,1,Yes,3,4,40,6,5,0
31,No,Travel_Rarely,Research & Development,24,3,Medical,3,Female,2,Healthcare Representative,1,Single,6812,1,No,3,2,40,10,9,1
59,No,Travel_Rarely,Sales,3,3,Life Sciences,3,Female,2,Sales Executive,4,Single,5171,5,No,3,4,40,6,1,0
43,No,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Male,5,Research Director,4,Married,19740,3,No,3,2,40,8,7,0
49,No,Travel_Rarely,Research & Development,4,2,Medical,1,Male,5,Manager,3,Married,18711,2,No,3,3,40,1,0,0
36,No,Travel_Frequently,Research & Development,3,3,Technical Degree,3,Male,1,Research Scientist,2,Married,3692,1,No,3,3,40,11,10,0
48,No,Travel_Rarely,Research & Development,2,2,Technical Degree,4,Male,1,Laboratory Technician,2,Single,2559,5,No,3,3,40,1,0,0
27,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,Male,1,Research Scientist,3,Divorced,2517,1,No,3,2,40,5,3,0
29,No,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Male,2,Healthcare Representative,4,Divorced,6623,1,Yes,3,2,40,6,0,1
48,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,5,Research Director,4,Single,18265,6,No,3,3,40,1,0,0
29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,4,Research Director,4,Divorced,16124,3,No,3,2,40,7,7,1
34,No,Travel_Rarely,Research & Development,20,3,Technical Degree,3,Female,1,Research Scientist,3,Married,2585,0,No,3,4,40,1,0,0
44,No,Travel_Rarely,Sales,5,3,Marketing,2,Male,5,Manager,2,Married,18213,7,No,3,3,40,22,9,3
33,No,Travel_Rarely,Sales,10,5,Marketing,4,Male,3,Sales Executive,3,Divorced,8380,0,Yes,3,4,40,9,8,0
19,No,Travel_Rarely,Research & Development,25,3,Life Sciences,2,Female,1,Research Scientist,4,Single,2994,1,Yes,3,4,40,1,0,0
23,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,1,Research Scientist,3,Married,1223,1,No,4,4,40,1,0,0
25,Yes,Travel_Frequently,Sales,24,1,Life Sciences,3,Male,1,Sales Representative,4,Single,1118,1,Yes,3,4,40,1,0,1
26,No,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,1,Research Scientist,4,Single,2875,1,Yes,4,2,40,8,5,2
45,Yes,Travel_Rarely,Sales,2,3,Marketing,1,Female,5,Manager,2,Single,18824,2,Yes,3,1,40,24,10,1
55,No,Non-Travel,Research & Development,8,1,Medical,4,Male,4,Healthcare Representative,2,Divorced,13577,1,Yes,3,4,40,33,9,15
21,Yes,Travel_Frequently,Research & Development,10,2,Life Sciences,1,Female,1,Laboratory Technician,3,Single,2625,1,No,4,3,40,2,2,2
46,No,Travel_Rarely,Sales,4,2,Marketing,4,Female,5,Manager,2,Married,18789,2,No,3,3,40,11,4,0
34,No,Travel_Rarely,Sales,2,3,Marketing,3,Female,2,Sales Executive,1,Single,4538,0,Yes,3,4,40,3,2,0
51,No,Travel_Frequently,Sales,9,3,Life Sciences,4,Male,5,Manager,2,Divorced,19847,4,Yes,4,1,40,29,10,11
59,No,Travel_Rarely,Research & Development,18,4,Medical,4,Male,3,Manufacturing Director,4,Single,10512,6,No,3,4,40,9,7,5
34,No,Travel_Frequently,Research & Development,19,3,Medical,3,Female,2,Laboratory Technician,2,Divorced,4444,4,No,3,3,40,11,8,5
28,No,Travel_Frequently,Research & Development,1,4,Medical,4,Male,1,Laboratory Technician,3,Single,2154,0,Yes,3,3,40,4,2,0
44,No,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,5,Manager,1,Divorced,19190,1,No,3,4,40,25,9,14
34,No,Travel_Frequently,Human Resources,11,3,Life Sciences,3,Male,2,Human Resources,2,Married,4490,4,No,3,4,40,10,9,1
35,No,Travel_Rarely,Research & Development,6,1,Life Sciences,3,Male,1,Research Scientist,3,Married,3506,0,Yes,3,4,40,3,2,2
42,No,Travel_Rarely,Research & Development,7,4,Medical,2,Female,2,Research Scientist,2,Married,2372,6,Yes,3,4,40,1,0,0
43,No,Travel_Rarely,Sales,4,4,Marketing,4,Female,3,Sales Executive,4,Single,10231,3,No,3,4,40,21,7,15
36,No,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Female,2,Manufacturing Director,2,Single,5410,9,Yes,3,4,40,16,14,5
44,Yes,Travel_Rarely,Research & Development,15,3,Medical,1,Female,3,Healthcare Representative,4,Married,7978,1,No,3,4,40,10,7,0
28,No,Travel_Frequently,Research & Development,2,3,Life Sciences,4,Male,1,Laboratory Technician,4,Married,3867,1,Yes,3,2,40,2,2,2
51,No,Travel_Frequently,Research & Development,6,2,Medical,2,Female,1,Laboratory Technician,3,Single,2838,0,No,3,2,40,7,0,7
30,No,Non-Travel,Research & Development,9,2,Medical,3,Female,2,Manufacturing Director,3,Single,4695,7,Yes,3,3,40,8,4,1
29,Yes,Travel_Rarely,Research & Development,7,3,Technical Degree,2,Female,1,Laboratory Technician,3,Divorced,3339,3,Yes,3,1,40,7,7,7
28,No,Travel_Rarely,Research & Development,1,3,Technical Degree,4,Male,1,Research Scientist,1,Single,2080,2,No,3,2,40,3,2,1
25,No,Travel_Rarely,Research & Development,1,3,Medical,4,Female,1,Research Scientist,2,Single,2096,1,No,3,4,40,2,2,2
32,No,Travel_Rarely,Sales,8,3,Medical,3,Male,2,Sales Executive,4,Married,6209,1,No,3,3,40,10,7,0
45,No,Travel_Frequently,Research & Development,25,3,Medical,2,Female,5,Manager,2,Single,18061,3,No,4,3,40,0,0,0
39,No,Travel_Rarely,Research & Development,13,4,Medical,3,Female,4,Manager,2,Divorced,17123,6,Yes,3,4,40,19,9,15
58,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Male,1,Research Scientist,3,Divorced,2372,1,No,3,4,40,2,2,2
32,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,4,Male,2,Laboratory Technician,3,Married,4883,1,No,3,1,40,10,4,1
39,Yes,Travel_Rarely,Research & Development,23,3,Medical,3,Male,1,Research Scientist,1,Single,3904,0,No,3,1,40,5,2,0
30,No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,Female,2,Laboratory Technician,4,Married,4627,0,No,3,1,40,9,2,6
36,No,Travel_Rarely,Research & Development,10,4,Technical Degree,4,Female,3,Healthcare Representative,3,Married,7094,3,No,3,1,40,7,7,1
46,No,Travel_Rarely,Human Resources,1,2,Life Sciences,4,Female,1,Human Resources,1,Single,3423,6,No,3,3,40,7,6,5
28,No,Non-Travel,Research & Development,1,3,Life Sciences,3,Female,2,Laboratory Technician,4,Married,6674,0,No,3,1,40,9,8,7
50,No,Travel_Rarely,Research & Development,28,3,Life Sciences,4,Female,4,Research Director,1,Married,16880,4,Yes,3,2,40,3,2,1
40,Yes,Travel_Rarely,Sales,25,4,Marketing,4,Male,3,Sales Executive,2,Single,9094,2,Yes,3,3,40,5,4,1
52,Yes,Travel_Rarely,Sales,5,3,Life Sciences,2,Male,3,Sales Executive,2,Single,8446,9,Yes,3,3,40,8,7,7
30,No,Travel_Rarely,Research & Development,17,4,Medical,2,Female,3,Manager,1,Married,11916,1,Yes,4,4,40,9,1,0
39,No,Travel_Rarely,Research & Development,18,2,Life Sciences,1,Male,2,Manufacturing Director,3,Single,4534,0,No,3,1,40,8,7,1
31,No,Non-Travel,Sales,2,4,Life Sciences,4,Female,3,Sales Executive,3,Divorced,9852,1,Yes,3,1,40,10,8,9
41,No,Non-Travel,Sales,10,2,Medical,3,Male,2,Sales Executive,2,Single,6151,1,No,3,1,40,19,2,11
31,Yes,Travel_Frequently,Sales,1,3,Life Sciences,4,Female,1,Sales Representative,2,Single,2302,1,Yes,3,1,40,3,2,2
44,Yes,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,1,Laboratory Technician,1,Married,2362,4,No,3,3,40,3,2,1
42,No,Non-Travel,Research & Development,2,1,Life Sciences,3,Male,4,Manager,3,Married,17861,0,Yes,3,4,40,20,8,2
55,No,Travel_Rarely,Research & Development,2,2,Medical,4,Female,5,Manager,3,Married,19187,4,No,3,4,40,19,9,9
56,No,Travel_Rarely,Human Resources,8,4,Life Sciences,4,Male,5,Manager,2,Single,19717,6,No,3,1,40,7,3,7
40,No,Non-Travel,Research & Development,16,2,Life Sciences,3,Male,1,Research Scientist,3,Divorced,3544,9,No,3,2,40,4,2,0
34,No,Travel_Rarely,Research & Development,9,3,Life Sciences,4,Male,3,Healthcare Representative,4,Divorced,8500,0,No,3,4,40,9,7,1
40,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,2,Research Scientist,4,Single,4661,1,No,3,3,40,9,8,8
